True_SMILES,Corrupted_SMILES,Recovered_SMILES,Is_Valid
C/C(=C\c1cccc(OCCn2ccc3ccccc32)c1)C(=O)O,C[MASK]C[MASK]=C[MASK]c[MASK]c[MASK][MASK][MASK][MASK]O[MASK]Cn2c[MASK][MASK][MASK]cc[MASK]c[MASK][MASK]2)[MASK]1)[MASK][MASK]=[MASK])[MASK],C/C(=C\c1cccc(OCCn2cnc3ccccc32)c1)C(=O)O,True
C/C(=N/N1CCOCC1)c1ccccc1OCc1ccccc1,[MASK]/C(=N/[MASK][MASK]C[MASK]OCC1[MASK]c[MASK][MASK]c[MASK]cc1O[MASK]c[MASK]ccc[MASK]c1,C/C(=N/N1CCOCC1)c1ccccc1OCc1ccccc1,True
C/C(=N/NC(=O)CNC(=O)c1sc(NC(=O)Cc2cccs2)nc1C)c1ccccc1O,C/C[MASK][MASK]N[MASK][MASK]C(=[MASK][MASK][MASK][MASK]C(=O)c[MASK]s[MASK][MASK][MASK]C(=O)C[MASK][MASK]c[MASK][MASK][MASK]2[MASK][MASK]c1[MASK])c1c[MASK][MASK]c[MASK][MASK][MASK],C/C(=N\NC(=O)CNC(=O)c1sc(NC(=O)Cn2cccc2Cnc1C)c1ccccc1Cl,False
C/C(=N/NC(=O)COc1cccc(F)c1)c1ccc(N(C)S(C)(=O)=O)cc1,C[MASK][MASK]([MASK]N/NC(=O)[MASK]Oc1cccc(F)c1)c1cc[MASK](N(C[MASK]S(C[MASK](=O)=O)c[MASK]1,C/C(=N/NC(=O)COc1cccc(F)c1)c1ccc(N(C)S(C)(=O)=O)cc1,True
C/C(=N/NC(=O)COc1ccnc2cc(Cl)ccc12)c1ccc(N2C(=O)CCC2=O)cc1,C/[MASK]([MASK][MASK]/N[MASK](=O)CO[MASK]1ccnc2cc[MASK]Cl[MASK]c[MASK]c12[MASK]c1[MASK][MASK][MASK][MASK][MASK][MASK]C([MASK]O)CCC2=O)[MASK][MASK][MASK],C/C(=N/NC(=O)COc1ccnc2cc(Cl)ccc12)c1ccc(N2C(=O)CCC2=O)cc1,True
C/C(=N/NC(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)c1ccccc1,[MASK][MASK]C[MASK]=N/[MASK][MASK][MASK][MASK][MASK][MASK]c1c[MASK][MASK]([MASK]C([MASK]O[MASK]c[MASK][MASK]cc(Cl)c[MASK][MASK][MASK]c[MASK][MASK])[MASK][MASK][MASK][MASK]c[MASK][MASK][MASK],C/C(=N/NC(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)c1ccccc1,True
C/C(=N/NC(=O)c1oc2ccccc2c1C)c1ccncc1,C[MASK]C[MASK]=[MASK]/[MASK][MASK][MASK]=O)c[MASK][MASK][MASK][MASK]c[MASK]ccc[MASK]c1C[MASK][MASK][MASK]c[MASK]nc[MASK][MASK],C/C(=N/NC(=O)c1sc2ccccc2c1C)c1ccncc1,True
C/C(=N/Nc1ccccc1)c1ccc(O)nc1,C/C[MASK][MASK][MASK][MASK][MASK]c[MASK][MASK][MASK][MASK]c[MASK][MASK])[MASK][MASK]c[MASK][MASK][MASK]O)[MASK][MASK][MASK],C/C(=N\Nc1ccccc1)c1ccc(O)cc1,True
C/C(=N/Nc1nc(-c2ccccn2)nc(-c2ccc(S(C)(=O)=O)cc2)n1)c1cccs1,[MASK]/[MASK]([MASK][MASK]/[MASK][MASK]1[MASK][MASK]([MASK]c[MASK][MASK][MASK]c[MASK]n2)[MASK][MASK]([MASK]c[MASK][MASK]cc[MASK]S[MASK][MASK])[MASK][MASK]O)[MASK]O)c[MASK][MASK])n1[MASK]c1ccc[MASK]1,C/C(=N/Nc1nc(-c2ccccn2)cc(-c2ccc(S(N)(=O)=O)cc2)n1)c1cccs1,True
C/C(=N/Nc1ncc(C)cc1C(=O)NN)c1ccc(OC(F)F)cc1,C[MASK]C([MASK]N/[MASK][MASK]1n[MASK]c([MASK][MASK][MASK]c1C(=[MASK])[MASK]N)[MASK][MASK][MASK][MASK][MASK][MASK]O[MASK][MASK]F)[MASK][MASK][MASK]c1,C/C(=N/Nc1ncc(Cl)cc1C(=O)NN)c1ccc(OC(F)F)cc1,True
C/C(=N/OCC(=O)N1CCN(c2ccccc2C)CC1)C(C)C,C[MASK]C[MASK]=[MASK][MASK]O[MASK]C(=O)[MASK]1[MASK]C[MASK](c2cccc[MASK][MASK][MASK][MASK]CC1[MASK][MASK](C)C,C/C(=N\OCC(=O)N1CCN(c2ccccc2F)CC1)C(C)C,True
C/C(=N/c1ccccc1)c1nn(C)c(OCC(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)c1O,[MASK]/[MASK](=N[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]([MASK][MASK][MASK][MASK]OCC[MASK]=[MASK][MASK][MASK][MASK]2c[MASK]cc([MASK][MASK][MASK]O[MASK](=[MASK][MASK]N[MASK]C[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK],C/C(=N\NCC(=)))c1ccc(C)c(OCC(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)cc1,False
C/C(=N\N1C(=O)C2C3C=CC(C4CCC43)C2C1=O)c1ccccc1,[MASK][MASK][MASK](=N\N1C([MASK]O)[MASK][MASK]C3C[MASK][MASK]C[MASK]C[MASK]CCC[MASK]3)[MASK]2C[MASK]=O)c[MASK][MASK]ccc[MASK]1,C/C(=N\N1C(=O)C2C3C=CC4CCCCC43)C2C1=O)c1ccccc1,False
C/C(=N\N=C(N)N)c1cccc(CNc2cc(Cl)cc(Cl)c2)c1,C/C(=[MASK]\N=C([MASK][MASK]N)c1[MASK][MASK]c[MASK](CNc[MASK][MASK]c(Cl)cc(Cl)c2)c1,C/C(=N\N=C(N)N)c1cccc(CNc2cc(Cl)cc(Cl)c2)c1,True
C/C(=N\N=C(\S)Nc1ccc(C)cc1)c1ccccc1,[MASK]/[MASK](=[MASK][MASK][MASK]=[MASK]([MASK][MASK][MASK][MASK][MASK]1c[MASK]c[MASK]C)c[MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[MASK]c[MASK],C/C(=N\N=C(/SNNc1ccc(C)cc1)c1ccccc1,False
C/C(=N\N=c1/sc(C)nn1-c1nc2ccccc2s1)c1ccc(Cl)cc1,[MASK][MASK]C[MASK][MASK]N[MASK][MASK][MASK][MASK][MASK]/s[MASK][MASK][MASK])[MASK]n[MASK][MASK]c1n[MASK][MASK]c[MASK]c[MASK]c2[MASK][MASK])c1[MASK][MASK][MASK][MASK][MASK])cc[MASK],C/C(=N=N=c1/sc(O)nn1)c1nc2ccccc2[nH]1)c1ccc(Cl)cc1,False
C/C(=N\NC(=O)CC1(C)OC1(Cn1ccnc1)c1ccccc1)c1ccccc1.Cl,C/C[MASK][MASK]N\NC(=[MASK][MASK]CC1[MASK]C[MASK][MASK]C[MASK][MASK]Cn1ccnc[MASK][MASK]c1c[MASK]ccc1[MASK]c1cccc[MASK][MASK].[MASK],C/C(=N\NC(=O)CC1CCCCC1)Cn1ccnc1)c1ccccc1)c1ccccc1.Cl,False
C/C(=N\NC(=O)CSc1nc2ccccc2[nH]1)c1cccs1,C[MASK]C(=N\[MASK]C(=O)CS[MASK]1nc2[MASK][MASK][MASK][MASK]c2[nH]1)[MASK]1cccs[MASK],C/C(=N\NC(=O)CSc1nc2ccccc2[nH]1)c1cccs1,True
C/C(=N\NC(=O)Cc1ccc(Cl)cc1Cl)c1cc2cc(Cl)ccc2[nH]1,C/C[MASK][MASK][MASK]\N[MASK][MASK][MASK][MASK])Cc1cc[MASK](Cl)cc1Cl[MASK]c[MASK]cc[MASK]c[MASK][MASK]Cl)cc[MASK]2[nH]1,C/C(=N\NC(=O)Cc1ccc(Cl)cc1Cl)c1cc2cc(Cl)ccc2[nH]1,True
C/C(=N\NC(=O)c1ccc2ccccc2c1)c1ncccn1,[MASK]/[MASK](=N\N[MASK][MASK]=[MASK][MASK]c[MASK][MASK]cc2[MASK][MASK][MASK]c[MASK][MASK][MASK]1)[MASK][MASK][MASK][MASK][MASK][MASK]n1,C/C(=N\NC(=O)c1ccc2ccccc2c1)c1ccccn1,True
C/C(=N\NC(=O)c1ccncc1)c1cccc(C)c1,[MASK]/[MASK][MASK]=N[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]1[MASK][MASK][MASK][MASK]c[MASK])[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK])[MASK][MASK],C/C(=N\NC(=O)c1ccccc1)c1cccc(Br)c1,True
C/C(=N\NC(=O)c1nnn(-c2ccc(Cl)cc2)c1N)c1ccc(N2C(=O)CCC2=O)cc1,C/[MASK][MASK]=[MASK]\[MASK]C(=[MASK][MASK][MASK][MASK][MASK]n[MASK][MASK][MASK]c[MASK][MASK][MASK][MASK][MASK]Cl[MASK]cc[MASK][MASK]c1N[MASK][MASK][MASK][MASK]cc[MASK][MASK]2C([MASK][MASK])CC[MASK]2=[MASK])[MASK][MASK]1,C/C(=N\NC(=O)c1cnn(-c2ccc(Cl)cc2)c1N)c1ccc(N2C(=O)CCC2=O)cc1,True
C/C(=N\NC(=S)Nc1ccc(N2CCCCC2)cc1[N+](=O)[O-])c1ccco1,C/C(=[MASK][MASK]NC[MASK][MASK]S)[MASK]c1[MASK]cc(N[MASK]CCCCC2[MASK]cc[MASK][N+](=O)[O-])c1c[MASK]co1,C/C(=N\NC(=S)Nc1ccc(N2CCCCC2)cc1[N+](=O)[O-])c1ccco1,True
C/C(=N\Nc1ccc(-c2nc3cc(C(=N)N)ccc3[nH]2)cc1[N+](=O)[O-])c1cccs1.Cl,C/C(=[MASK]\Nc[MASK]c[MASK]c(-c2[MASK]c[MASK]cc(C(=N)N)ccc3[nH][MASK])cc1[N+](=O)[O-])c[MASK][MASK]ccs1[MASK]Cl,C/C(=N\Nc1ccc(-c2nc3cc(C(=N)N)ccc3[nH]2)cc1[N+](=O)[O-])c1cccs1.Cl,True
C/C(=N\Nc1ccc(C(N)=O)cc1)c1cc(Cl)ccc1NC(=O)c1cc(-c2coc3ccccc3c2=O)ccc1O,C/C[MASK]=N\Nc1[MASK][MASK]c([MASK](N)=[MASK])cc1)c1cc[MASK]Cl[MASK]ccc1[MASK]C([MASK]O)c1cc(-c[MASK][MASK]oc[MASK]ccc[MASK]c3c[MASK][MASK][MASK])[MASK]cc[MASK][MASK],C/C(=N\Nc1ccc(C(N)=O)cc1)c1cc(Cl)ccc1NC(=O)c1cc(-c2coc3ccccc3c2=O)ccc1C,True
C/C(=N\Nc1ccc(O)cc1)c1cnc(NCCO)nc1N,[MASK][MASK][MASK][MASK]=N[MASK]N[MASK]1c[MASK][MASK]([MASK])[MASK]c[MASK][MASK]c1[MASK][MASK][MASK](N[MASK]CO)n[MASK]1[MASK],C/C(=N\Nc1ccc(Cl)cc1)c1cnc(NCCO)nc1C,True
C/C(=N\Nc1ccccc1)c1nnc(SCCCN2CCCCC2)o1,C/[MASK][MASK][MASK]N[MASK][MASK][MASK][MASK]c[MASK]ccc[MASK])c1[MASK]n[MASK](S[MASK][MASK]CN2CC[MASK]CC2)[MASK]1,C/C(=N\Nc1ccccc1)c1nnc(SCCCN2CCOCC2)s1,True
C/C(=N\Nc1ccccc1Br)c1cc2ccccc2oc1=S,C/[MASK][MASK]=N\Nc1cc[MASK]c[MASK]1Br)[MASK]1cc2cc[MASK]cc2oc1=S,C/C(=N\Nc1ccccc1Br)c1cc2ccccc2oc1=S,True
C/C(=N\Nc1ccccc1C(=O)O)c1ccc(C)cc1,C[MASK]C[MASK]=[MASK]\Nc[MASK]cc[MASK]c[MASK]1C[MASK]=O)O)c1[MASK][MASK][MASK](C[MASK]c[MASK]1,C/C(=N\Nc1ccccc1C(=O)O)c1ccc(C)cc1,True
C/C(=N\Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1)c1ccc(O)cc1,[MASK][MASK]C(=N\N[MASK]1nc([MASK]c2c[MASK]c([N+][MASK]=[MASK])[O-])[MASK][MASK]2[MASK]cs[MASK][MASK]c1[MASK]cc[MASK][MASK][MASK][MASK]c1,C/C(=N\Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1)c1ccc(Cl)cc1,True
C/C(=N\Nc1nc(C)c(C(C)C)s1)c1cccc(C)c1,[MASK][MASK][MASK][MASK][MASK]N\[MASK]c[MASK]n[MASK][MASK][MASK][MASK][MASK]([MASK](C[MASK]C[MASK][MASK]1[MASK][MASK][MASK]cc[MASK][MASK][MASK][MASK])[MASK][MASK],C/C(=N\Nc1nc(C)c(C(C)C)n1)c1cccc(Cl)c1,False
C/C(=N\Nc1nc(C)nc2sc(CN(C)C)nc12)c1ccc2nc(Nc3ccc(C)cc3)sc2c1,C[MASK]C(=N\Nc1nc(C)[MASK]c[MASK]sc([MASK]N(C)[MASK])[MASK]c12)[MASK]1c[MASK][MASK]2nc(N[MASK]3ccc(C[MASK]c[MASK]3)sc2c1,C/C(=N\Nc1nc(C)nc2sc(CN(C)C)cc12)c1ccc2nc(Nc3ccc(C)cc3)sc2c1,True
C/C(=N\Nc1nc2c(c(C)nn2-c2ccccc2)c2nc(C)nn12)c1ccc([N+](=O)[O-])cc1,[MASK]/C([MASK]N\N[MASK]1[MASK]c2c[MASK][MASK](C[MASK][MASK][MASK]2[MASK]c[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[MASK]nc([MASK])nn1[MASK])c1cc[MASK][MASK][N+][MASK][MASK][MASK])[MASK][MASK]cc[MASK],C/C(=N\Nc1nc2ccc(C)cc2nc1=Occcc)c2nc(C)nn12)c1ccc([N+](=O)[O-])cc1,False
C/C(=N\Nc1nc2cc(Cl)c(Cl)cc2[nH]1)c1cc2cc(Cl)cc(Cl)c2s1,C/C([MASK]N\N[MASK][MASK]n[MASK][MASK]cc[MASK]Cl[MASK][MASK][MASK]Cl)[MASK]c2[MASK][MASK])c[MASK][MASK]c2cc(Cl)c[MASK][MASK][MASK][MASK][MASK][MASK]s[MASK],C/C(=N\Nc1nc2cc(Cl)c(Cl)cc2[nH]1)c1nc2cc(Cl)c(Cl)cc2s1,True
C/C(=N\Nc1nc2ccccc2s1)c1ccc2c(c1)OCO2,C/C(=[MASK][MASK]N[MASK]1n[MASK]2[MASK]cccc2[MASK]1)c1c[MASK]c2c([MASK][MASK])O[MASK]O2,C/C(=N\Nc1nc2ccccc2s1)c1ccc2c(c1)OCO2,True
C/C(=N\Nc1ncnc2c1ccn2C1CCN(C)CC1)C(C)C,C/C[MASK][MASK][MASK]\[MASK]c1[MASK][MASK]nc2c1[MASK][MASK]n[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]C[MASK][MASK])C[MASK]C)[MASK],C/C(=N\Nc1ncnc2c1ncn2CCOC(CO)C)O)C(C)C,False
C/C(=N\OC(=O)c1ccc(Cl)cc1N)c1ccc(Cl)cc1,C[MASK]C[MASK]=[MASK][MASK]O[MASK](=O)[MASK][MASK]ccc([MASK])[MASK]c1[MASK][MASK]c1ccc([MASK])[MASK]c1,C/C(=N\OC(=O)c1ccc(Cl)cc1))c1ccc(Cl)cc1,False
C/C(=N\OC(=O)c1cncc(NC(=O)c2ccc(F)cc2)c1)c1ccc(O)c([N+](=O)[O-])c1,C[MASK][MASK]([MASK]N\O[MASK]([MASK]O[MASK]c1[MASK][MASK][MASK]c([MASK][MASK]([MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK])[MASK][MASK]2[MASK]c[MASK][MASK]c[MASK]c[MASK][MASK][MASK][MASK][MASK][MASK][MASK][N+][MASK][MASK][MASK])[MASK])[MASK][MASK],C/C(=N\OC(=O)c1cccc(NC(=O)c2ccc(Cl)cc2)c1)c1ccc(c)c([N+](=O)[O-])c1,False
C/C(=N\OCCOCCOc1ccccc1[N+](=O)[O-])c1ccc(Br)cc1,C/C[MASK]=[MASK]\OCCO[MASK]C[MASK]c1[MASK]cccc1[MASK](=O[MASK][O-])c1ccc(Br)cc1,C/C(=N\OCCOCCOc1ccccc1[N+](=O)[O-])c1ccc(Br)cc1,True
C/C(=N\OCO)c1ccccn1,C[MASK]C[MASK]=[MASK][MASK]OCO[MASK]c[MASK][MASK]c[MASK][MASK][MASK][MASK],C/C(=O)OCOCc1ccccc1,True
C/C(=N\[C@@H]1[C@H](O)[C@H](O)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@@H]1n1cnc2c(N)ncnc21)[C@@H]1OC(CO)=C[C@H]1O,[MASK]/C[MASK]=[MASK]\[C@@H][MASK][C@H](O)[C@H]([MASK][MASK][MASK][MASK]O[C@H][MASK][MASK][C@H]([MASK]O)[MASK][MASK]O[MASK][C@H]([MASK][MASK][MASK]2O[MASK][MASK][C@@H]1[MASK][MASK][MASK][MASK]c[MASK]c([MASK])[MASK]c[MASK][MASK]2[MASK][MASK][MASK]1[MASK][MASK][MASK][MASK]O[MASK]=[MASK][C@H][MASK]O,C/C(=C\[C@@H]1[C@H](O)[C@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@@H]1O)1Cc2c(O)cccc2c([C@H]1OC(=O)=C[C@H]2O,False
C/C(=N\n1c(C)nc2sccc2c1=O)c1ccccc1,C/C[MASK][MASK]N\n1[MASK][MASK]C)nc[MASK][MASK]ccc2c[MASK]=O)c[MASK]cccc[MASK]1,C/C(=N\n1c(C)nc2sccc2c1=O)c1ccccc1,True
C/C(CC(=O)O)=N\Nc1ccc(C(=O)Nc2ccc(C(=N)N)cc2)cc1-c1ccncc1.Cl,C/C(CC(=O)O)=N\N[MASK]1ccc(C([MASK]O)Nc2ccc(C[MASK]=[MASK])N)cc2)cc1-c[MASK]ccncc1[MASK][MASK],C/C(CC(=O)O)=N\Nc1ccc(C(=O)Nc2ccc(C(=N)N)cc2)cc1-c1ccncc1.Cl,True
C/C(CCCOc1ccc(Cl)cc1Cl)=N\Nc1ccc(Cl)cc1,[MASK][MASK]C[MASK][MASK][MASK]C[MASK][MASK]1[MASK][MASK][MASK][MASK][MASK][MASK][MASK]c[MASK][MASK])=N[MASK][MASK]c[MASK][MASK]c[MASK][MASK][MASK])[MASK]c1,O=C(CCCCc1ccc(cccc11)=NNNc1ccc(Cl)cc1,False
C/C(CN1CCCC1)=N\NC(=O)c1ncccc1Cl,C[MASK][MASK](CN[MASK][MASK][MASK][MASK]C[MASK])[MASK][MASK][MASK][MASK]C([MASK][MASK][MASK]c[MASK]n[MASK]ccc1Cl,CCC(CN1CCCC1)CCCNC(=O)c1ncccc1Cl,True
C/C(COCc1ccc(NC(=O)COc2cccc3cccnc23)cc1)=N\NC(=O)NCc1ccccc1,C/[MASK][MASK][MASK]OCc1[MASK][MASK]c[MASK][MASK][MASK](=[MASK])CO[MASK]2[MASK]ccc3cc[MASK]nc2[MASK])c[MASK]1)[MASK][MASK][MASK]NC[MASK]=O)NC[MASK]1[MASK]c[MASK]cc1,C/C(COCc1ccc(NC(=O)COc2cccc3cccnc23)cc1)=N\NC(=O)NCc1ccccc1,True
C/C(COc1ccc(Cl)cc1)=N\n1cnnc1,[MASK]/[MASK][MASK]COc[MASK][MASK][MASK]c([MASK])[MASK][MASK]1)=N[MASK]n[MASK]cnn[MASK]1,C/C(COc1ccc(Cl)cc1)=N/n1cnnc1,True
C/C(NC1CCCC1)=C1\C=C[C@@]2(O)[C@@]3(O)CO[C@H]3CC[C@]12C,[MASK]/[MASK]([MASK][MASK][MASK]C[MASK][MASK][MASK][MASK][MASK][MASK][MASK]1[MASK][MASK][MASK][MASK][MASK]2(O[MASK][C@@][MASK]([MASK])CO[C@H]3[MASK][MASK][C@][MASK][MASK][MASK],C/C(=C\CCCO)C)C1)CCC[C@@]2(O)[C@@]3(C)CO[C@H]3CC[C@]12C,False
C/C1=C\CC[C@]2(C)CC[C@@H](O)[C@]3(C)[C@H]4CC[C@](C)(O)[C@H]4CC[C@]3(C)[C@@H]2C1=O,[MASK][MASK][MASK]1=C\[MASK]C[C@]2[MASK]C[MASK][MASK][MASK][MASK][MASK]O[MASK][C@]3(C[MASK][C@H]4CC[MASK][MASK]C)[MASK][MASK])[C@H][MASK][MASK][MASK][C@]3[MASK][MASK])[MASK]2[MASK][MASK][MASK]O,C/C1=C\CC[C@]2(C)CC[C@@H](O)[C@]3(C)[C@H]4CCC(C)(C)[C@H]4CC[C@]3(C)[C@@H]2C1=O,True
C/C1=C\CC[C@]2(C)[C@@H]3CC[C@](C)(O)CC3=CC[C@@H]2C1,C[MASK][MASK]1=[MASK]\CC[MASK][MASK]([MASK])[C@@H]3C[MASK][C@]([MASK])(O)[MASK]C3[MASK][MASK]C[C@@H][MASK][MASK]1,C/C1=C\CC[C@@]2(C)[C@@H]3CC[C@](C)(O)CC32CC[C@@H]2C1,False
C/C1=C\CC[C@]2(C)[C@@H]3N(C)OC1[C@@H]3N2C,C[MASK]C[MASK]=[MASK]\CC[C@]2[MASK][MASK])[C@@H]3N[MASK]C)[MASK]C1[MASK][MASK]N2[MASK],C/C1=N\CC[C@]2(C)[C@@H]3N(C)CC1CCN2C,False
C/C1=C\C[C@@]2(C)OC(=O)CC2CC(C)C1,C/C1=C[MASK][MASK][C@@]2[MASK]C)OC([MASK]O)[MASK]C2[MASK]C([MASK][MASK]C1,C/C1=C\C[C@@]2(C)OC(=O)CC2=C(C)C1,True
C/C=C(/C)C(=O)O[C@H]1C[C@H](OC(C)=O)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H]2C=CC(=O)[C@]21C,C/[MASK][MASK][MASK](/C)C(=O)O[C@H]1[MASK][C@H][MASK]O[MASK](C[MASK]=O)[C@H]([MASK]2c[MASK](C([MASK])=O)c[MASK]Nc3ccc(F[MASK]cc3)n2)[C@H]2C=CC(=O)[C@]21C,C/C=C(/C)C(=O)O[C@H]1C[C@H](OC(C)=O)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H]2C=CC(=O)[C@]21C,True
C/C=C(\C#N)C(=O)N[C@H](C)c1ccccc1,C[MASK][MASK]=C(\C#N)C[MASK]=O[MASK]N[MASK](C)c1c[MASK][MASK]cc1,C/C=C(\C#N)C(=O)NC(C)c1ccccc1,True
C/C=C(\C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3C=C4C5=CC(=O)[C@@H](OC(C)=O)[C@]5(C)[C@H](OC(=O)/C(C)=C\C)C[C@]4(C)[C@]3(C)CC[C@H]2C1(C)C,[MASK][MASK][MASK][MASK]C[MASK][MASK][MASK][MASK]C[MASK]=[MASK][MASK][MASK][C@H]1[MASK][MASK][C@@]2[MASK]C[MASK][MASK][MASK]C[MASK][MASK]4C[MASK]=[MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK][MASK]C[MASK]C[MASK][MASK][MASK][MASK][MASK]5[MASK][MASK][MASK][MASK](O[MASK](=O[MASK]/C[MASK]C[MASK][MASK][MASK]\[MASK])[MASK][C@][MASK](C)[C@]3[MASK]C[MASK][MASK][MASK][C@H]2[MASK]1[MASK][MASK][MASK][MASK],C/C(C(\C)C(=O)O[C@H]1CC[C@@]2(C)[C@H]3CC[C@H]4C(=O)C(CCCC)C(C)(C)[C@@]5(C)[C@@H](OC(=O)/C(C)=N\C)C[C@]4(C)[C@]3(C)CC[C@H]2C1(C)C,False
C/C=C(\C)C(=O)O[C@H]1[C@H]2O[C@@H]2CO[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@H]1O,[MASK]/C[MASK][MASK](\[MASK])[MASK]([MASK][MASK][MASK]O[MASK][MASK][C@H]2[MASK][C@@H][MASK][MASK][MASK][C@H](CO[MASK]2O[MASK][MASK]CO[MASK][MASK](O)[MASK](O[MASK][C@H]2O)[MASK]1[MASK][MASK][MASK][MASK][C@@H](CO)[MASK][MASK][MASK])[C@H][MASK][MASK][MASK][MASK][MASK][MASK],C/C=C(\C)C(OO)O[C@H]1[C@H]2O[C@@H](O)[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O,False
C/C=C(\CCCOC(=O)Cn1c(=O)c(O)c(O)c2ccccc21)C(=O)O,C/C=C(\CCC[MASK]C([MASK][MASK])Cn1c(=[MASK])c(O[MASK]c[MASK]O)c2ccccc21)C(=O)O,C/C=C(\CCCNC(=O)Cn1c(=O)c(O)c(O)c2ccccc21)C(=O)O,True
C/C=C/C1=CC/C(=C\c2ccc(O)cc2)C(=O)O1,[MASK][MASK]C[MASK]C/[MASK][MASK][MASK][MASK]C/[MASK](=C\[MASK][MASK][MASK]c[MASK]([MASK])[MASK][MASK][MASK])[MASK][MASK]=[MASK][MASK]O[MASK],CCCCC/C=CCC/C(=C\c1ccc(Cl)cc1)C(=O)O1,False
C/C=C/C=C/C(=O)NCc1cc(C2=NN(c3cccc(S(N)(=O)=O)c3)OC2)ccc1Oc1cccc(C#N)c1,C[MASK][MASK]=C[MASK]C[MASK][MASK]/[MASK][MASK]=[MASK])NCc1c[MASK](C2=NN[MASK]c3cc[MASK]c[MASK][MASK][MASK]N)(=O[MASK]=O[MASK]c3)OC[MASK][MASK]ccc1Oc[MASK][MASK][MASK]cc[MASK]C#[MASK][MASK]c1,C/C=C/C=C/C(=O)NCc1cc(C2=NN(c3cccc(S(N)(=O)=O)c3)OC2)ccc1Oc1cccc(C#N)c1,True
C/C=C/C[C@]12O[C@@H]2C[C@@H](C)CC/C=C/C=C\C[C@@H]1[C@@H]1O[C@@H](C)[C@@H](O)[C@@H]1O,[MASK]/C[MASK]C[MASK]C[C@]1[MASK][MASK][C@@H]2C[C@@H][MASK]C)[MASK][MASK]/[MASK]=[MASK]/C[MASK][MASK]\C[C@@H]1[MASK][MASK][MASK][MASK][MASK]C)[MASK][MASK]O[MASK][MASK]1[MASK],C/C=C\C[C@]12O[C@@H]2C[C@@H](C)[C@@H]C/C=C/C=C\C[C@@H]1OCCC(C)[C@H](O)[C@@H]1O,False
C/C=C/Cc1cn([C@H]2C[C@H](O)[C@@H](CCCc3ccc(OC)c(OC)c3)O2)c(=O)o1,C[MASK]C[MASK][MASK]/[MASK][MASK]1[MASK]n([C@H]2C[C@H](O)[C@@H](CCCc3c[MASK]c(OC)c(OC[MASK]c[MASK][MASK]O2)c(=O)o1,C/C=C/Cc1cn([C@H]2C[C@H](O)[C@@H](CCCc3ccc(OC)c(OC)c3)O2)c(=O)o1,True
C/C=C/c1ccc(OCc2c(C(=O)NCCCO)cnc3cc(-c4ccccc4)nn23)cc1,C[MASK][MASK][MASK]C[MASK][MASK][MASK][MASK]cc(OC[MASK]2c[MASK][MASK][MASK]=[MASK])NC[MASK][MASK]O[MASK][MASK]nc[MASK]cc[MASK]-c4[MASK]ccc[MASK]4)n[MASK][MASK]3[MASK][MASK]c1,CCCCC)c1ccc(OCc2c(C(=O)NCCCO)cnc3cc(-c4ccccc4)nn23)cc1,False
C/C=C/c1ccc2c(c1)N(CC(=O)N1CCCC1)C(=O)/C2=C\c1c(F)cccc1F,[MASK]/[MASK]=[MASK]/[MASK]1[MASK][MASK][MASK]2[MASK]([MASK][MASK][MASK][MASK]([MASK][MASK][MASK][MASK]O[MASK][MASK]1[MASK][MASK][MASK][MASK]1)[MASK][MASK][MASK]O[MASK][MASK]C[MASK][MASK][MASK]\c1[MASK]([MASK])cc[MASK][MASK]1[MASK],C/C=C/c1ccc2c(c1)N(CC(=O)c1cccC1)C(=O)/C2=C\c1c(F)cccc1Cl,True
